Hist,count
2f01d,1
2eff9,1
2eff1,1
2eeed,1
34715,1
35b7e,1
776e,1
35a55,1
355c9,1
3555b,1
353e5,1
34fb6,1
347fa,1
347df,1
347cb,1
35d0f,1
343e3,1
3438f,1
3438e,1
34385,1
781f,1
341c1,1
34084,1
34070,1
78be,1
363bf,1
36bfd,1
7431,1
36bbf,1
36af9,1
36aa0,1
367ff,1
7603,1
365ef,1
364ff,1
33fbf,1
3626b,1
36186,1
764f,1
35ffa,1
35fa0,1
35f5f,1
35e8e,1
35e87,1
35e28,1
31d89,1
327e3,1
3253f,1
324f7,1
32493,1
31ff3,1
31fc3,1
31f95,1
31f7e,1
31f6b,1
7dae,1
318c3,1
316be,1
31562,1
31555,1
7dfb,1
313ef,1
7e3f,1
31218,1
3111d,1
33b7d,1
33f5e,1
33e49,1
33d26,1
33c67,1
7b81,1
33c1e,1
33c19,1
33c08,1
33bbf,1
2dbf8,1
33b3f,1
33979,1
7d55,1
33556,1
7d74,1
32fa9,1
32be8,1
32b36,1
32abf,1
278f5,1
27fd6,1
27fcf,1
afff,1
b07b,1
27dbf,1
27db3,1
27cfd,1
27bff,1
27b8b,1
be95,1
280e0,1
2787f,1
2787c,1
27876,1
bea7,1
bef1,1
2777f,1
276fa,1
bffb,1
c38e,1
28da3,1
29e06,1
29bdf,1
297de,1
ae86,1
295e8,1
29518,1
28fbf,1
28f9f,1
28f9a,1
27111,1
2895f,1
2877b,1
28777,1
2872b,1
af70,1
28618,1
283e1,1
2817f,1
28103,1
24a7f,1
25556,1
cf02,1
25533,1
cf07,1
cf0c,1
24fff,1
24f71,1
cf0f,1
24c25,1
2557a,1
249ee,1
2499f,1
24933,1
23fff,1
23fe6,1
23fe5,1
23fd2,1
23ebe,1
23eba,1
25fff,1
26fff,1
26ff5,1
26f4c,1
c94f,1
c99e,1
26783,1
26781,1
265ff,1
26210,1
29e0f,1
25ff7,1
25fed,1
25efd,1
25e57,1
257ff,1
257ee,1
257d0,1
25798,1
2566d,1
9c47,1
2bfe1,1
2bf9e,1
99e3,1
2bf75,1
2bf70,1
2bf43,1
2bf3f,1
2be8d,1
2bd2f,1
2bd0e,1
2bfff,1
2bcd0,1
2bbfc,1
2bbdd,1
2b97b,1
2b7e7,1
2b7be,1
2b36b,1
2b1ff,1
2affd,1
2d1fe,1
2db7d,1
2db6f,1
2d8aa,1
2d72f,1
2d68f,1
2d555,1
2d4bd,1
2d483,1
2d249,1
2aff8,1
2d1f7,1
2d1f3,1
2cfff,1
933c,1
95ff,1
2c77f,1
2c4fb,1
2c495,1
2c0f0,1
2a7ce,1
aa71,1
aaf2,1
2aaa9,1
2aa9f,1
2aa98,1
2aa5f,1
2a9f8,1
2a9f3,1
2a9bd,1
2aac9,1
2a781,1
2a717,1
2a6f7,1
2a5ff,1
29fff,1
29ffb,1
29f81,1
29eff,1
29e1d,1
9ee2,1
2aff0,1
2afbf,1
2af95,1
2af34,1
2af2a,1
2ae95,1
2ae49,1
2abff,1
2abfe,1
36bff,1
2abd0,1
2ab81,1
a5ff,1
2aafd,1
a7fd,1
a7fe,1
2aae0,1
aa38,1
2aad9,1
