Hist,count
3805a,1
38625,1
38623,1
381f3,1
f9fb,1
18657,1
380ff,1
380f8,1
3807f,1
37d2d,1
6633,1
37ffe,1
68de,1
37ffc,1
6a84,1
187f0,1
6abe,1
37ff3,1
36cff,1
19cf0,1
7156,1
36fe0,1
72ab,1
36eff,1
36e5f,1
36dff,1
36db7,1
37055,1
36cbd,1
36c86,1
36c55,1
36bff,1
36bfd,1
7603,1
36bbf,1
36af9,1
37ad0,1
37d01,1
37cfb,1
37c5f,1
37c55,1
37c3d,1
18fe1,1
37b9b,1
6feb,1
31f7e,1
378ee,1
37851,1
1929f,1
377fc,1
197fd,1
f974,1
19bfd,1
2e8ee,1
2f01d,1
2eff9,1
1c395,1
2eeed,1
2ee6f,1
2edbf,1
1c3ef,1
2eb3e,1
2f07e,1
2e877,1
2e786,1
2e6d7,1
2e5ff,1
2e5ed,1
2e3ff,1
2e2b3,1
2e0d5,1
2f7ef,1
2fa9f,1
2fa5b,1
2fa55,1
2f8d5,1
2f895,1
2f815,1
89db,1
2f7f0,1
2e021,1
1bf83,1
2f7aa,1
2f785,1
2f471,1
2f344,1
2f340,1
1bffc,1
2f0a2,1
1cffc,1
2d483,1
1cf02,1
2d1fe,1
1cf0c,1
1cf1b,1
95ff,1
2c77f,1
2c4fb,1
2d4bd,1
2c495,1
2c0f0,1
2bfff,1
1d555,1
2bff6,1
1d7c6,1
2bfe1,1
2bf9e,1
2dbf8,1
8c74,1
8f71,1
2dff3,1
2dfc1,1
2df9e,1
2df81,1
2dcbf,1
1c447,1
89ad,1
2db6f,1
2d8aa,1
2d7fe,1
2d7d1,1
1caaf,1
2d6fe,1
2d68f,1
7fcc,1
1afdd,1
1affd,1
3070b,1
1b249,1
3050b,1
7f55,1
f7fe,1
3037f,1
307f0,1
30233,1
7ff0,1
2fffe,1
2fffa,1
f703,1
2fff0,1
80df,1
2ffed,1
3111d,1
31dff,1
31d89,1
318c3,1
317ff,1
31555,1
7e57,1
313ef,1
1afa3,1
2ffe7,1
7e6f,1
30fbf,1
7ee5,1
30cab,1
30b0f,1
30a25,1
30807,1
8885,1
2fe7a,1
2fdff,1
2fdf6,1
2fde0,1
2fddc,1
